days,l,m,s,sd3neg,sd2neg,sd1neg,sd0,sd1,sd2,sd3
281.0,0.6317614009896644,3.4052434447352278,0.13132942825501892,2.12,2.6,3.01,3.4,3.83,4.3,4.88
282.0,0.6293530721046624,3.4252219535770627,0.13055742214018914,2.14,2.62,3.03,3.42,3.85,4.32,4.9
283.0,0.6119269169195403,3.442092885237721,0.12978431376475177,2.16,2.64,3.05,3.44,3.86,4.34,4.92
284.0,0.6342780474642972,3.4632714224490786,0.12932953359170615,2.17,2.66,3.07,3.46,3.88,4.36,4.94
285.0,0.6539591811555324,3.484519064783794,0.1282540113806787,2.19,2.68,3.09,3.48,3.9,4.38,4.95
286.0,0.6186821257224389,3.4964838988472535,0.12766666541223917,2.21,2.7,3.1,3.49,3.92,4.39,4.97
287.0,0.6031621361634523,3.5120167006559577,0.12717979258527987,2.23,2.71,3.12,3.51,3.93,4.41,4.99
288.0,0.6231826789588405,3.5332895362848618,0.1261368985733063,2.25,2.73,3.14,3.53,3.95,4.43,5.0
289.0,0.6446634427641661,3.5529767949998274,0.12556057839427234,2.26,2.75,3.16,3.55,3.97,4.44,5.02
290.0,0.5969166704294874,3.5619660846979877,0.1253823618987367,2.28,2.76,3.17,3.56,3.98,4.46,5.04
291.0,0.6172753697301384,3.583241641431511,0.12436563831274065,2.3,2.78,3.19,3.58,4.0,4.48,5.05
292.0,0.6065814223290825,3.5963835437032516,0.12409381236363451,2.31,2.8,3.2,3.59,4.02,4.49,5.07
293.0,0.6137368022251556,3.6132135288954514,0.12332652969992731,2.33,2.81,3.22,3.61,4.03,4.51,5.08
294.0,0.6161081931660686,3.629309184133617,0.12287785715032855,2.34,2.83,3.24,3.62,4.05,4.52,5.1
295.0,0.6101966480464734,3.643185908740244,0.1223046354074512,2.36,2.84,3.25,3.64,4.06,4.54,5.11
296.0,0.6066703237202287,3.654509576665532,0.12172279495597998,2.37,2.86,3.26,3.65,4.07,4.55,5.12
297.0,0.6047424488237737,3.671647934341688,0.12115076417188825,2.39,2.87,3.28,3.67,4.09,4.56,5.14
298.0,0.6054795587476939,3.6831498099851916,0.12096813594030699,2.4,2.88,3.29,3.68,4.1,4.58,5.15
299.0,0.5886160349605073,3.696232642390268,0.11993329597250389,2.42,2.9,3.31,3.69,4.11,4.59,5.16
300.0,0.5999901570817813,3.7116111919996952,0.11983708717675738,2.43,2.91,3.32,3.71,4.13,4.6,5.18
