days,l,m,s,sd3neg,sd2neg,sd1neg,sd0,sd1,sd2,sd3
199.0,0.9990451136856773,3.028334904355079,0.19719470645662865,1.24,1.83,2.43,3.03,3.63,4.22,4.82
200.0,0.9970822663381241,3.063570358759776,0.19517830257377272,1.27,1.87,2.47,3.06,3.66,4.26,4.86
201.0,0.9990478888722306,3.0983417162021913,0.19273855437302354,1.31,1.9,2.5,3.1,3.7,4.29,4.89
202.0,1.0045947326011413,3.1368124612824917,0.19055245977378135,1.34,1.94,2.54,3.14,3.73,4.33,4.93
203.0,0.9993745494171231,3.1712813238600064,0.18830238888443468,1.38,1.98,2.57,3.17,3.77,4.37,4.96
204.0,0.9990528717341854,3.208351427394082,0.18612923543539914,1.42,2.01,2.61,3.21,3.81,4.4,5.0
205.0,0.9990569995617781,3.248355095857489,0.18383679054643515,1.46,2.05,2.65,3.25,3.85,4.44,5.04
206.0,0.999057513063733,3.2883586748904614,0.18160007693607394,1.5,2.09,2.69,3.29,3.89,4.48,5.08
207.0,0.9990608381303692,3.328361716179013,0.1794173330497017,1.54,2.13,2.73,3.33,3.93,4.52,5.12
208.0,0.9990626975635841,3.368364840623737,0.1772863611618506,1.58,2.17,2.77,3.37,3.97,4.56,5.16
209.0,0.9993601643267925,3.4112894794837962,0.17505335067808359,1.62,2.22,2.81,3.41,4.01,4.61,5.2
210.0,0.9965131087729662,3.453536066231925,0.17313716791924325,1.66,2.26,2.86,3.45,4.05,4.65,5.25
211.0,1.0051252155153805,3.4968018679318456,0.17093992170750721,1.7,2.3,2.9,3.5,4.09,4.69,5.29
212.0,0.9993535083211716,3.541293610986335,0.168626695459564,1.75,2.35,2.94,3.54,4.14,4.74,5.33
213.0,1.0052536541244714,3.5867991225360685,0.1666517517269139,1.79,2.39,2.99,3.59,4.18,4.78,5.38
214.0,0.9993500291059483,3.6312964395906118,0.16444705374623056,1.84,2.44,3.03,3.63,4.23,4.83,5.42
215.0,0.9990755018533164,3.6783861513032274,0.1623432100276717,1.89,2.48,3.08,3.68,4.28,4.87,5.47
216.0,1.0054550594105012,3.7267953490653194,0.16039281016237777,1.93,2.53,3.13,3.73,4.32,4.92,5.52
217.0,0.9960541255905352,3.7735144788618276,0.15845447655751804,1.98,2.58,3.18,3.77,4.37,4.97,5.57
218.0,0.9959830071403628,3.8235115216281024,0.15638229380994736,2.03,2.63,3.23,3.82,4.42,5.02,5.62
219.0,0.9959132707122745,3.873508227948145,0.15436354424698326,2.08,2.68,3.28,3.87,4.47,5.07,5.67
220.0,1.0057410585553965,3.926790344704179,0.15222542685405355,2.13,2.73,3.33,3.93,4.52,5.12,5.72
221.0,0.999085301732659,3.9784032977124903,0.1500998367937107,2.19,2.78,3.38,3.98,4.58,5.17,5.77
222.0,0.999332750280559,4.0313072781504875,0.14812902701455333,2.24,2.84,3.43,4.03,4.63,5.23,5.82
223.0,0.9956150141918866,4.0834975708683094,0.14642490819044532,2.29,2.89,3.49,4.08,4.68,5.28,5.88
